"";"CASE";"A001";"A002_01";"A010";"A010_09";"A014";"A016";"A015";"A101_04";"A101_09";"A101_14";"A101_19";"A101_24";"A101_29";"A101_34";"A101_39";"A101_44";"A101_49";"A101_54";"A101_59";"A201_01";"A201_02";"A201_03";"A201_04";"A201_05";"A201_06";"A201_07";"A201_08";"A201_09";"A201_10";"A201_11";"A201_12";"A202_01";"A202_02";"A202_03";"A202_04";"A202_05";"A202_06";"A202_07";"A202_08";"A202_09";"A202_10";"A202_11";"A203_01";"A203_02";"A203_03";"A203_04";"A203_05";"A203_06";"A203_07";"A203_08";"A203_09";"A203_10";"A203_11";"FINISHED";"verträglichkeitmittel";"machtmittel";"leistungsmittel";"abhängigkeitsmittel"
"82";162;2;23;8;NA;1;-1;2;4;2;4;3;5;5;4;5;2;1;2;3;5;5;6;3;6;6;2;4;6;5;4;4;6;6;6;5;4;6;5;6;6;6;6;6;4;6;6;5;3;5;6;6;6;4;1;3,33333333333333;4,66666666666667;5,63636363636364;5,18181818181818
"83";164;2;22;8;NA;1;-1;2;4;5;4;4;4;2;3;2;2;4;2;5;3;4;4;1;4;5;1;1;2;1;5;4;5;4;6;5;2;2;5;3;3;4;6;2;4;6;5;5;1;3;5;2;6;2;1;3,41666666666667;2,91666666666667;4,09090909090909;3,72727272727273
"84";165;2;27;8;NA;1;2;1;5;5;3;4;4;2;4;2;3;4;1;4;4;2;2;1;5;6;2;4;2;3;6;5;6;6;5;5;4;6;6;6;5;5;6;4;6;5;3;6;1;6;6;3;6;5;1;3,41666666666667;3,5;5,45454545454545;4,63636363636364
"85";166;2;23;7;NA;1;-1;2;4;3;3;2;2;2;3;3;2;1;4;5;4;3;3;1;3;4;4;2;2;4;3;4;6;6;4;4;5;6;4;5;3;5;6;3;6;3;6;5;4;6;4;3;3;2;1;2,83333333333333;3,08333333333333;4,90909090909091;4,09090909090909
"86";168;2;21;7;NA;3;-1;1;4;4;2;3;2;3;4;4;3;4;2;2;5;5;4;2;5;5;4;3;4;5;5;3;6;5;5;5;4;4;5;3;4;5;5;4;3;5;4;5;2;3;6;4;5;4;1;3,08333333333333;4,16666666666667;4,63636363636364;4,09090909090909
"87";169;1;21;7;NA;1;-1;2;5;3;4;2;2;1;3;4;3;4;3;4;3;2;5;3;4;5;4;1;2;3;1;3;6;6;5;1;6;6;4;2;6;4;6;4;1;6;6;5;4;5;5;4;6;4;1;3,16666666666667;3;4,72727272727273;4,54545454545455
"88";171;1;22;7;NA;3;-1;1;5;5;5;4;4;4;4;4;3;4;3;4;4;4;5;2;5;5;3;4;4;4;2;4;6;6;5;5;4;4;4;4;5;5;6;4;6;6;6;6;4;6;6;4;6;4;1;4,08333333333333;3,83333333333333;4,90909090909091;5,27272727272727
"89";172;1;32;8;NA;1;-1;2;4;4;5;3;3;2;4;5;4;5;1;4;4;5;5;1;6;6;5;1;1;3;5;4;6;6;5;5;5;6;6;2;4;5;6;2;5;5;3;5;5;5;6;4;6;1;1;3,66666666666667;3,83333333333333;5,09090909090909;4,27272727272727
"90";173;2;27;7;NA;2;-1;1;4;3;3;4;4;2;4;2;1;3;2;4;6;5;5;4;5;5;3;4;5;3;5;3;5;6;4;4;5;5;5;6;5;6;5;4;4;3;2;6;2;4;3;3;3;2;1;3;4,41666666666667;5,09090909090909;3,27272727272727
"91";174;1;24;8;NA;1;-1;2;3;3;5;4;4;1;5;3;2;2;3;2;4;4;5;1;4;6;2;3;4;3;5;3;5;4;6;5;4;4;5;5;4;4;5;3;3;6;5;2;3;3;4;2;6;2;1;3,08333333333333;3,66666666666667;4,63636363636364;3,54545454545455
"92";176;2;23;7;NA;1;-1;2;4;5;2;5;2;2;3;2;2;3;4;1;6;6;6;3;5;5;5;4;5;3;5;4;5;5;2;2;4;6;6;5;4;5;5;6;4;5;3;2;4;5;5;5;5;2;1;2,91666666666667;4,75;4,45454545454545;4,18181818181818
"93";177;2;29;8;NA;1;-1;1;2;5;3;3;2;3;4;3;3;2;2;4;4;4;5;4;5;5;4;5;3;3;4;4;5;6;5;3;5;5;6;5;5;6;5;4;5;4;3;5;3;3;4;4;5;2;1;3;4,16666666666667;5,09090909090909;3,81818181818182
"94";178;2;20;7;NA;1;-1;2;2;4;4;4;4;4;4;4;4;2;2;4;5;4;6;2;6;5;4;4;6;5;5;4;4;5;2;2;1;2;5;3;4;4;2;3;3;4;5;5;2;3;4;3;5;3;1;3,5;4,66666666666667;3,09090909090909;3,63636363636364
"95";183;2;20;7;NA;1;-1;2;4;4;4;4;3;2;3;2;2;3;4;4;5;4;4;2;5;6;1;3;3;2;5;4;4;4;3;3;4;4;4;3;4;5;4;4;6;6;5;4;2;6;5;4;5;4;1;3,25;3,66666666666667;3,81818181818182;4,63636363636364
"96";184;2;22;7;NA;1;-1;2;4;4;3;4;3;1;5;4;3;3;4;3;5;4;5;1;4;5;3;4;4;2;4;3;5;3;6;4;3;4;6;5;3;5;4;3;2;4;3;5;4;3;2;6;5;4;1;3,41666666666667;3,66666666666667;4,36363636363636;3,72727272727273
"97";185;3;21;7;NA;3;-1;2;5;5;5;4;4;3;5;5;3;4;5;3;3;5;4;1;4;5;2;5;3;4;2;4;5;3;4;4;3;3;6;5;5;5;5;6;5;6;5;5;2;4;5;5;6;4;1;4,25;3,5;4,36363636363636;4,81818181818182
"98";187;2;21;7;NA;3;-1;2;5;5;5;4;4;4;4;3;3;4;5;4;3;4;5;1;5;5;4;5;3;4;4;1;4;3;5;5;5;4;6;5;4;5;5;2;5;3;5;6;3;6;6;5;4;1;1;4,16666666666667;3,66666666666667;4,63636363636364;4,18181818181818
"99";189;2;24;8;NA;1;-1;2;4;5;5;5;4;5;5;4;3;4;3;2;5;4;5;1;6;6;5;5;4;5;6;5;6;6;5;6;4;5;6;5;6;6;6;5;6;6;6;2;1;5;6;4;5;2;1;4,08333333333333;4,75;5,54545454545455;4,36363636363636
"100";190;2;24;8;NA;1;-1;2;3;4;5;5;5;2;4;3;2;2;2;4;3;5;3;3;5;5;6;2;2;2;3;5;6;4;4;5;2;6;6;6;5;3;6;2;3;2;1;4;2;4;2;2;6;2;1;3,41666666666667;3,66666666666667;4,81818181818182;2,72727272727273
"101";191;2;24;7;NA;1;-1;2;5;3;4;4;3;4;4;2;2;4;1;2;3;4;4;6;5;5;3;5;5;1;6;6;6;5;6;2;6;4;6;5;6;6;6;4;4;5;6;4;1;4;6;4;6;4;1;3,16666666666667;4,41666666666667;5,27272727272727;4,36363636363636
"102";192;2;30;8;NA;1;-1;2;5;5;5;5;5;5;5;5;2;4;2;4;1;5;6;1;6;6;3;2;4;1;5;4;6;6;5;6;5;5;6;5;6;4;6;5;3;6;5;3;1;4;4;3;5;3;1;4,33333333333333;3,66666666666667;5,45454545454545;3,81818181818182
"103";193;2;22;7;NA;1;-1;2;4;5;5;3;4;3;3;4;4;4;1;5;3;4;3;1;4;5;3;4;4;2;5;3;4;5;4;3;3;5;5;4;5;4;5;6;5;6;6;5;2;5;4;4;6;4;1;3,75;3,41666666666667;4,27272727272727;4,81818181818182
"104";194;2;25;7;NA;3;-1;2;5;4;4;5;2;3;4;3;4;5;4;3;4;4;5;3;4;4;4;4;5;4;3;3;3;4;4;3;3;3;5;3;4;5;5;4;3;5;3;5;4;4;6;5;5;6;1;3,83333333333333;3,91666666666667;3,81818181818182;4,54545454545455
"105";196;2;22;8;NA;1;-1;2;4;4;4;4;3;3;3;2;2;3;2;4;4;5;6;2;5;5;4;4;3;3;3;4;4;4;5;4;4;3;5;5;4;4;4;2;2;5;2;3;2;2;5;5;3;3;1;3,16666666666667;4;4,18181818181818;3,09090909090909
"106";197;2;21;7;NA;1;-1;2;5;4;3;2;4;1;4;4;2;1;3;1;6;4;4;2;4;5;6;4;2;6;6;6;4;5;1;2;3;2;6;6;5;6;5;1;2;1;2;4;2;2;6;4;5;3;1;2,83333333333333;4,58333333333333;4,09090909090909;2,90909090909091
"107";198;2;21;7;NA;1;-1;2;5;4;5;4;3;3;4;4;5;5;2;2;2;2;3;1;4;5;5;1;2;3;2;3;6;5;4;2;3;2;5;4;4;5;6;3;3;4;6;6;2;4;6;2;5;2;1;3,83333333333333;2,75;4,18181818181818;3,90909090909091
"108";199;2;22;9;"A-Levels";1;-1;2;4;4;5;3;2;4;4;3;2;3;4;5;4;5;5;2;4;5;2;4;2;2;3;4;6;6;4;5;5;6;6;6;6;4;6;3;3;5;3;2;3;4;4;3;5;2;1;3,58333333333333;3,5;5,45454545454545;3,36363636363636
"109";200;2;26;8;NA;3;-1;1;4;2;3;2;4;4;5;2;2;4;2;3;5;6;6;5;5;6;6;5;5;6;6;6;6;5;5;6;6;6;5;6;6;6;6;5;4;6;4;6;6;5;6;4;6;6;1;3,08333333333333;5,58333333333333;5,72727272727273;5,27272727272727
"110";201;2;24;7;NA;1;-1;2;3;4;2;5;2;2;4;1;3;3;2;2;5;5;6;3;5;6;2;4;5;4;6;6;5;4;4;5;5;4;5;6;5;4;5;2;1;6;5;5;3;1;1;2;6;3;1;2,75;4,75;4,72727272727273;3,18181818181818
"111";202;2;28;8;NA;1;-1;2;3;5;4;3;2;2;3;2;3;4;3;4;4;4;3;2;4;5;3;3;3;3;3;3;5;4;4;5;4;4;4;3;4;4;5;3;6;3;3;3;2;5;5;4;5;2;1;3,16666666666667;3,33333333333333;4,18181818181818;3,72727272727273
"112";203;2;24;8;NA;1;-1;1;4;4;5;3;2;2;3;3;2;3;2;3;5;4;5;5;5;5;4;4;4;2;5;4;5;5;5;4;3;4;6;6;5;6;5;4;6;5;5;6;1;6;4;1;5;1;1;3;4,33333333333333;4,90909090909091;4
"113";207;2;23;8;NA;3;-1;2;5;3;4;5;3;3;4;3;3;4;3;4;3;5;4;3;4;5;3;3;5;4;5;4;6;5;4;5;4;5;5;5;5;5;6;4;3;5;2;3;1;4;4;3;5;3;1;3,66666666666667;4;5;3,36363636363636
"114";208;2;20;7;NA;2;-1;1;5;4;4;5;3;4;4;2;1;2;2;5;4;1;4;3;4;6;2;5;3;4;5;3;5;1;1;5;2;1;6;5;4;5;4;3;4;3;6;3;5;5;6;5;6;2;1;3,41666666666667;3,66666666666667;3,54545454545455;4,36363636363636
"115";210;2;22;7;NA;1;-1;2;5;5;5;4;5;5;5;3;2;4;3;5;4;3;5;1;6;6;3;5;5;5;6;5;6;6;4;3;4;5;5;4;4;5;6;4;5;4;2;5;4;5;5;4;6;4;1;4,25;4,5;4,72727272727273;4,36363636363636
"116";211;2;23;8;NA;3;-1;2;5;3;5;5;2;3;3;4;3;3;4;4;4;5;6;2;5;5;3;3;4;2;5;2;6;4;3;5;4;3;5;5;5;6;5;3;3;5;4;4;5;4;5;3;5;4;1;3,66666666666667;3,83333333333333;4,63636363636364;4,09090909090909
"117";213;2;21;7;NA;1;-1;1;4;5;4;3;3;3;4;3;2;4;4;4;3;5;4;2;5;5;4;3;4;3;5;4;5;6;5;4;4;6;4;5;4;5;4;4;4;4;5;5;2;4;5;3;3;2;1;3,58333333333333;3,91666666666667;4,72727272727273;3,72727272727273
"118";215;2;22;7;NA;2;-1;1;5;4;4;5;5;5;4;5;5;5;1;2;4;6;6;1;6;6;5;6;5;3;6;4;4;1;1;4;3;1;6;6;6;6;2;5;5;6;6;6;5;2;6;6;6;6;1;4,16666666666667;4,83333333333333;3,63636363636364;5,36363636363636
"119";216;2;19;7;NA;2;-1;2;4;5;4;4;4;4;4;5;4;3;4;4;2;4;4;2;5;6;3;2;3;4;5;4;5;3;5;5;4;3;5;5;5;6;5;5;5;6;3;6;3;4;4;3;5;3;1;4,08333333333333;3,66666666666667;4,63636363636364;4,27272727272727
"120";219;2;22;7;NA;1;-1;1;5;2;2;3;2;2;4;1;2;3;2;3;5;4;5;4;5;3;5;5;5;5;3;4;3;4;5;2;4;4;6;5;2;3;6;5;2;1;3;5;6;5;5;6;5;5;1;2,58333333333333;4,41666666666667;4;4,36363636363636
"121";220;2;27;8;NA;2;-1;2;4;5;4;4;4;4;4;3;4;3;4;2;4;4;4;2;3;4;4;4;2;2;3;3;2;2;5;3;3;3;5;4;5;4;3;2;3;3;3;4;3;3;3;3;4;2;1;3,75;3,25;3,54545454545455;3
"122";221;1;25;7;NA;1;-1;1;5;5;5;5;3;4;4;3;4;4;3;4;1;1;2;2;2;5;4;2;3;3;3;2;6;3;4;3;5;5;5;4;3;2;6;4;5;5;4;4;1;5;6;5;6;4;1;4,08333333333333;2,5;4,18181818181818;4,45454545454545
"123";224;2;22;8;NA;1;-1;2;4;5;4;5;1;1;4;4;1;3;2;2;3;6;4;3;6;6;5;3;4;2;3;3;5;4;5;4;1;2;5;4;5;5;5;2;3;5;2;1;1;4;6;3;5;1;1;3;4;4,09090909090909;3
"124";225;2;28;7;NA;2;-1;2;4;5;5;5;3;4;3;2;2;2;3;5;5;4;4;2;5;3;4;1;2;2;5;2;5;6;4;3;5;4;5;5;5;6;6;3;5;3;4;4;3;5;5;4;5;3;1;3,58333333333333;3,25;4,90909090909091;4
"125";226;2;23;7;NA;1;2;1;5;4;4;5;4;3;3;4;4;4;4;4;2;2;3;1;4;5;1;1;3;2;6;4;3;4;2;6;4;4;5;5;5;4;4;4;3;5;6;3;4;3;5;5;5;6;1;4;2,83333333333333;4,18181818181818;4,45454545454545
"126";228;1;23;7;NA;1;-1;2;4;4;5;5;3;3;4;4;3;4;3;5;2;3;5;2;4;5;5;3;4;2;3;3;6;4;4;5;3;4;4;5;5;5;6;4;6;3;4;4;4;5;5;4;6;4;1;3,91666666666667;3,41666666666667;4,63636363636364;4,45454545454545
"127";229;2;25;7;NA;1;2;1;5;4;5;5;4;3;5;4;4;5;2;2;5;4;4;2;3;5;3;4;3;6;4;3;5;3;4;3;4;4;4;3;4;5;6;5;5;5;3;4;3;3;6;4;6;3;1;4;3,83333333333333;4,09090909090909;4,27272727272727
"128";231;2;21;7;NA;3;-1;2;4;5;3;3;3;2;4;4;2;4;1;2;5;4;5;2;2;6;2;3;4;5;4;4;5;5;3;5;3;2;5;4;6;6;5;3;5;6;5;5;4;5;4;4;5;3;1;3,08333333333333;3,83333333333333;4,45454545454545;4,45454545454545
"129";232;1;24;8;NA;1;-1;2;4;5;4;4;3;4;5;3;2;5;3;4;4;4;4;1;5;4;2;3;5;1;3;3;5;5;2;4;4;3;4;4;4;4;5;4;4;4;4;4;3;4;4;4;5;2;1;3,83333333333333;3,25;4;3,81818181818182
"130";233;2;24;8;NA;2;-1;1;5;4;5;3;2;2;4;1;2;3;2;2;5;4;4;1;4;5;2;3;2;6;4;5;5;5;3;5;3;3;4;4;5;5;5;2;4;3;5;4;2;5;4;4;4;2;1;2,91666666666667;3,75;4,27272727272727;3,54545454545455
"131";235;2;24;7;NA;1;-1;2;4;5;5;4;5;4;3;5;1;5;4;4;3;3;3;1;3;3;5;2;5;2;5;3;6;4;5;5;5;6;5;5;4;4;6;4;2;5;2;5;2;3;4;5;5;4;1;4,08333333333333;3,16666666666667;5;3,72727272727273
"132";236;2;24;7;NA;3;1;1;4;4;2;4;2;2;3;2;3;4;4;4;2;2;3;1;4;5;4;2;1;4;5;4;6;6;4;5;5;6;6;4;4;5;6;1;3;4;5;6;4;4;6;6;6;5;1;3,16666666666667;3,08333333333333;5,18181818181818;4,54545454545455
"133";239;2;21;7;NA;1;-1;2;5;5;5;3;4;4;5;4;3;4;3;4;4;5;4;1;5;4;4;3;4;4;4;3;5;6;6;4;4;5;6;6;6;6;6;5;5;4;4;5;2;6;4;2;5;3;1;4,08333333333333;3,75;5,45454545454545;4,09090909090909
"134";240;2;20;7;NA;2;-1;2;5;5;1;5;3;3;4;4;2;4;3;2;6;4;5;2;4;4;4;3;5;5;5;4;5;5;4;3;2;4;5;4;5;6;6;5;4;4;4;4;4;5;5;5;6;5;1;3,41666666666667;4,25;4,45454545454545;4,63636363636364
"135";241;2;23;7;NA;1;-1;1;4;5;5;4;3;4;4;4;3;3;3;4;3;3;3;1;4;4;1;4;4;3;2;2;3;3;2;3;2;3;5;5;4;5;3;4;4;6;3;5;2;4;5;4;6;3;1;3,83333333333333;2,83333333333333;3,45454545454545;4,18181818181818
"136";243;2;31;8;NA;1;-1;2;5;2;4;3;4;5;4;4;3;3;2;4;5;5;6;2;6;6;5;5;4;5;6;4;6;6;6;6;6;5;6;6;5;6;6;4;6;3;3;6;1;6;4;2;6;2;1;3,58333333333333;4,91666666666667;5,81818181818182;3,90909090909091
"137";244;2;24;8;NA;3;-1;2;4;5;5;5;3;4;4;4;3;3;3;3;4;4;4;1;5;5;3;4;4;2;5;3;4;2;3;5;3;5;5;4;4;4;3;5;5;5;5;5;2;5;5;3;4;3;1;3,83333333333333;3,66666666666667;3,81818181818182;4,27272727272727
"138";245;1;23;8;NA;3;-1;2;5;5;3;5;4;3;4;4;5;5;4;5;3;2;4;3;6;6;4;4;5;3;4;3;6;5;4;2;6;6;5;5;5;6;6;5;3;4;5;5;2;4;6;5;5;4;1;4,33333333333333;3,91666666666667;5,09090909090909;4,36363636363636
"139";247;1;22;7;NA;1;-1;1;4;4;4;3;4;3;4;3;3;4;3;4;4;4;5;3;5;5;4;4;3;5;2;3;6;6;5;5;6;6;5;5;6;6;6;3;5;1;1;3;3;5;5;4;6;3;1;3,58333333333333;3,91666666666667;5,63636363636364;3,54545454545455
"140";248;2;25;8;NA;2;-1;2;4;5;5;4;4;3;4;4;3;5;3;4;2;5;4;1;5;6;4;3;4;2;4;2;6;5;5;5;5;5;5;6;6;5;6;5;5;6;6;4;4;3;4;2;5;2;1;4;3,5;5,36363636363636;4,18181818181818
"141";249;2;22;7;NA;1;-1;1;3;2;4;2;2;2;3;3;4;4;2;4;5;3;5;3;5;4;5;4;5;3;4;4;5;3;5;4;4;4;5;6;5;6;5;2;6;6;2;4;1;6;6;6;4;5;1;2,91666666666667;4,16666666666667;4,72727272727273;4,36363636363636
"142";251;2;26;8;NA;1;-1;1;4;5;2;5;4;5;2;3;1;5;2;5;6;2;5;2;6;6;2;5;5;6;6;6;5;6;5;1;2;2;5;1;5;6;6;5;1;6;6;6;5;5;5;6;5;2;1;3,58333333333333;4,75;4;4,72727272727273
"143";252;2;21;7;NA;1;-1;2;5;5;5;5;4;4;3;4;3;5;4;5;4;4;4;1;5;5;1;4;5;4;1;4;6;3;3;2;5;4;6;5;6;4;6;5;6;5;5;5;2;6;4;5;6;2;1;4,33333333333333;3,5;4,54545454545455;4,63636363636364
"144";255;1;27;7;NA;2;-1;2;4;4;5;4;5;5;3;5;5;3;2;5;1;2;5;1;4;6;2;2;1;1;3;1;4;3;2;3;3;3;6;4;6;3;6;5;6;6;3;4;1;6;2;3;3;2;1;4,16666666666667;2,41666666666667;3,90909090909091;3,72727272727273
"145";256;2;19;7;NA;3;-1;2;5;4;5;5;3;4;4;3;2;5;3;3;5;4;5;3;6;6;4;4;2;5;3;4;4;5;5;3;5;5;4;2;4;6;6;4;5;5;5;6;4;6;4;5;6;6;1;3,83333333333333;4,25;4,45454545454545;5,09090909090909
"146";257;2;24;7;NA;1;-1;2;5;5;5;5;5;5;5;4;4;4;1;3;4;5;6;1;6;6;3;6;3;6;5;2;6;6;5;6;6;5;6;6;6;4;6;6;6;4;5;6;1;6;1;3;6;3;1;4,25;4,41666666666667;5,63636363636364;4,27272727272727
"147";258;1;20;7;NA;3;-1;2;5;5;5;5;4;4;4;3;2;5;5;5;4;2;2;1;5;5;3;2;1;1;1;1;6;4;4;5;4;3;6;2;3;2;4;2;5;6;6;3;1;3;6;4;4;2;1;4,33333333333333;2,33333333333333;3,90909090909091;3,81818181818182
"148";259;2;33;8;NA;1;-1;1;3;5;5;3;4;4;4;2;3;2;2;3;4;4;5;3;5;5;4;2;3;5;5;5;5;5;5;5;4;5;5;5;4;5;5;1;2;4;3;4;4;2;2;4;4;2;1;3,33333333333333;4,16666666666667;4,81818181818182;2,90909090909091
"149";260;2;22;7;NA;1;-1;1;4;3;3;4;2;2;4;3;2;2;2;2;4;3;4;2;4;5;4;4;5;4;4;4;5;4;5;3;3;4;5;4;4;5;4;3;2;3;2;5;2;3;4;4;5;5;1;2,75;3,91666666666667;4,18181818181818;3,45454545454545
"150";261;2;23;7;NA;1;-1;1;4;4;4;4;3;4;4;4;1;3;3;3;4;4;4;1;4;4;3;4;3;2;4;4;6;5;6;5;4;5;5;4;5;5;6;3;3;3;4;6;3;4;4;3;5;3;1;3,41666666666667;3,41666666666667;5,09090909090909;3,72727272727273
"151";262;2;20;7;NA;1;-1;2;5;5;4;4;4;4;2;4;4;5;2;5;3;3;4;3;6;6;3;2;4;3;4;2;6;4;5;5;4;6;5;4;4;5;6;3;4;5;5;5;3;2;4;4;5;4;1;4;3,58333333333333;4,90909090909091;4
"152";263;2;20;7;NA;1;-1;2;5;4;2;4;3;3;4;4;2;4;4;3;4;3;4;3;6;4;5;3;4;4;5;2;6;6;5;5;5;6;6;5;4;6;6;4;4;4;3;6;3;5;6;6;6;4;1;3,5;3,91666666666667;5,45454545454545;4,63636363636364
"153";264;1;19;7;NA;1;-1;2;2;3;2;4;1;2;4;1;2;2;1;3;4;3;5;2;5;5;2;2;3;2;4;2;5;4;6;4;4;5;2;5;5;5;6;1;6;6;4;2;1;6;5;4;6;4;1;2,25;3,25;4,63636363636364;4,09090909090909
"154";265;1;21;8;NA;1;-1;2;4;5;5;3;2;3;3;2;3;3;1;4;2;2;6;2;5;5;1;1;2;2;4;3;6;4;4;4;4;3;6;3;3;4;6;2;6;6;1;1;2;6;5;3;6;5;1;3,16666666666667;2,91666666666667;4,27272727272727;3,90909090909091
"155";267;1;21;7;NA;3;-1;2;4;4;4;5;3;3;3;2;3;5;3;4;4;3;4;1;5;5;3;4;4;2;3;3;6;6;5;5;5;6;4;5;6;6;6;3;3;6;4;6;2;4;5;4;5;5;1;3,58333333333333;3,41666666666667;5,45454545454545;4,27272727272727
"156";270;1;21;7;NA;2;-1;2;5;5;5;5;5;4;4;5;3;5;5;5;2;2;6;1;6;5;4;2;2;2;6;3;6;6;4;4;4;6;6;6;6;6;6;6;6;6;1;3;3;5;6;4;6;4;1;4,66666666666667;3,41666666666667;5,45454545454545;4,54545454545455
"157";273;2;31;7;NA;1;2;1;4;4;4;3;3;3;5;3;1;2;3;3;6;6;6;3;6;6;3;5;5;4;4;4;6;6;6;6;5;6;6;5;5;6;6;4;3;6;4;6;2;3;3;3;5;2;1;3,16666666666667;4,83333333333333;5,72727272727273;3,72727272727273
"158";274;2;21;7;NA;3;-1;2;5;3;4;3;5;4;3;5;4;5;4;5;4;4;6;4;6;6;4;3;4;3;4;4;6;5;5;4;6;5;5;4;5;4;6;5;4;5;4;4;2;5;4;3;5;3;1;4,16666666666667;4,33333333333333;5;4
"159";278;2;20;7;NA;1;-1;2;4;4;4;4;4;2;4;3;3;3;3;3;5;4;4;2;5;5;3;2;3;3;5;4;5;5;4;5;5;4;4;4;4;4;5;5;5;4;3;4;2;4;3;2;2;3;1;3,41666666666667;3,75;4,45454545454545;3,36363636363636
"160";282;2;23;8;NA;1;-1;2;5;5;2;5;3;3;4;2;2;4;3;5;4;6;6;3;5;6;4;4;4;5;5;3;6;4;6;5;4;3;4;5;4;3;6;3;6;6;3;6;6;5;5;5;6;6;1;3,58333333333333;4,58333333333333;4,54545454545455;5,18181818181818
"161";283;1;23;7;NA;2;-1;2;5;4;4;3;3;3;3;4;4;5;3;3;4;2;3;3;4;4;4;4;4;5;5;4;6;6;4;4;4;4;4;2;3;5;6;6;4;4;4;5;4;4;4;4;5;4;1;3,66666666666667;3,83333333333333;4,36363636363636;4,36363636363636
"162";286;2;22;8;NA;1;-1;2;4;5;2;3;1;2;4;3;1;5;2;1;4;6;5;2;4;6;4;3;6;3;3;4;4;6;3;6;3;3;6;5;4;3;4;4;6;5;6;6;2;6;6;4;6;3;1;2,75;4,16666666666667;4,27272727272727;4,90909090909091
"163";287;2;24;7;NA;3;1;1;5;5;4;5;4;3;3;3;4;4;3;4;3;5;5;2;5;6;5;4;5;3;5;3;5;5;5;5;5;4;5;3;4;4;5;5;5;5;4;2;1;4;3;4;4;2;1;3,91666666666667;4,25;4,54545454545455;3,54545454545455
"164";288;1;29;4;NA;1;-1;1;5;4;3;3;3;2;5;4;4;4;1;4;3;3;5;1;5;6;2;1;1;1;4;2;6;2;6;6;6;5;6;6;6;6;6;5;4;6;6;3;1;4;1;1;4;1;1;3,5;2,83333333333333;5,54545454545455;3,27272727272727
